Budget,Cast_Likes,Gross,Link,Score,Title,Type,Users,Year,movie_likes
5000000,1010,65069140,http://www.imdb.com/title/tt3567288/?ref_=fn_tt_tt_1,6.2,The Visit ,Color,65299,2015,27000
3400000,768,535249,http://www.imdb.com/title/tt1695994/?ref_=fn_tt_tt_1,4.6,The Virginity Hit ,Color,3467,2010,974
6000000,7103,4859475,http://www.imdb.com/title/tt0159097/?ref_=fn_tt_tt_1,7.2,The Virgin Suicides ,Color,116910,1999,0
60000000,7273,114195633,http://www.imdb.com/title/tt0368447/?ref_=fn_tt_tt_1,6.5,The Village ,Color,193770,2004,0
16000000,2330,54000000,http://www.imdb.com/title/tt0084855/?ref_=fn_tt_tt_1,7.8,The Verdict ,Color,26310,1982,0
8495000,7875,1712111,http://www.imdb.com/title/tt1524575/?ref_=fn_tt_tt_1,4.5,The Vatican Tapes ,Color,7199,2015,0
6000000,20821,23272306,http://www.imdb.com/title/tt0114814/?ref_=fn_tt_tt_1,8.6,The Usual Suspects ,Color,740918,1995,28000
9000000,2944,18761993,http://www.imdb.com/title/tt0365885/?ref_=fn_tt_tt_1,6.9,The Upside of Anger ,Color,19007,2005,549
25000000,22767,76270454,http://www.imdb.com/title/tt0094226/?ref_=fn_tt_tt_1,7.9,The Untouchables ,Color,219008,1987,0
32000000,24366,85276330,http://www.imdb.com/title/tt1139668/?ref_=fn_tt_tt_1,4.8,The Unborn ,Color,84365,2009,0
38000000,22436,88915214,http://www.imdb.com/title/tt1142988/?ref_=fn_tt_tt_1,6.5,The Ugly Truth ,Color,163665,2009,9000
50000000,64040,296623634,http://www.imdb.com/title/tt1259571/?ref_=fn_tt_tt_1,4.6,The Twilight Saga: New Moon ,Color,220758,2009,13000
68000000,52547,300523113,http://www.imdb.com/title/tt1325004/?ref_=fn_tt_tt_1,4.9,The Twilight Saga: Eclipse ,Color,184637,2010,29000
240000000,118354,584597846,http://www.imdb.com/title/tt1673434/?ref_=fn_tt_tt_1,5.5,The Twilight Saga: Breaking Dawn - Part 2 ,Color,370788,2012,130000
60000000,2018,50189179,http://www.imdb.com/title/tt0290095/?ref_=fn_tt_tt_1,5.3,The Tuxedo ,Color,61966,2002,797
60000000,3698,125603360,http://www.imdb.com/title/tt0120382/?ref_=fn_tt_tt_1,8.1,The Truman Show ,Color,667983,1998,18000
9500000,29,7002255,http://www.imdb.com/title/tt0286244/?ref_=fn_tt_tt_1,7.8,The Triplets of Belleville ,Color,42462,2003,0
200000,2,1111,http://www.imdb.com/title/tt0446055/?ref_=fn_tt_tt_1,7.7,The Trials of Darryl Hunt ,Color,771,2006,246
32000000,13021,13303319,http://www.imdb.com/title/tt0478304/?ref_=fn_tt_tt_1,6.7,The Tree of Life ,Color,136367,2011,39000
25000000,1411,16027866,http://www.imdb.com/title/tt2938956/?ref_=fn_tt_tt_1,5.1,The Transporter Refueled ,Color,26767,2015,0
21000000,27572,25296447,http://www.imdb.com/title/tt0293662/?ref_=fn_tt_tt_1,6.8,The Transporter ,Color,237248,2002,0
2300000,99,792966,http://www.imdb.com/title/tt0098503/?ref_=fn_tt_tt_1,5.1,The Toxic Avenger Part II ,Color,4663,1989,321
37000000,14296,92173235,http://www.imdb.com/title/tt0840361/?ref_=fn_tt_tt_1,7.6,The Town ,Color,280228,2010,29000
200000000,110350,135262314,http://www.imdb.com/title/tt1243957/?ref_=fn_tt_tt_1,6,The Tourist ,Color,353204,2010,50000
1500000,2667,3447339,http://www.imdb.com/title/tt1758795/?ref_=fn_tt_tt_1,5.8,The To Do List ,Color,29517,2013,0
39000000,568,63411478,http://www.imdb.com/title/tt0452694/?ref_=fn_tt_tt_1,7.1,The Time Traveler's Wife ,Color,114925,2009,13000
80000000,1919,56684819,http://www.imdb.com/title/tt0268695/?ref_=fn_tt_tt_1,5.9,The Time Machine ,Color,103787,2002,3000
30000000,575,45542421,http://www.imdb.com/title/tt0220099/?ref_=fn_tt_tt_1,6.3,The Tigger Movie ,Color,13319,2000,347
75000000,27694,20315324,http://www.imdb.com/title/tt1509767/?ref_=fn_tt_tt_1,5.8,The Three Musketeers ,Color,88542,2011,19000
48000000,4660,69304264,http://www.imdb.com/title/tt0155267/?ref_=fn_tt_tt_1,6.8,The Thomas Crown Affair ,Color,73068,1999,0
16000000,2389,15500000,http://www.imdb.com/title/tt0139809/?ref_=fn_tt_tt_1,7,The Thirteenth Floor ,Color,51996,1999,0
15000000,1757,13782838,http://www.imdb.com/title/tt0084787/?ref_=fn_tt_tt_1,8.2,The Thing ,Color,258078,1982,23000
52000000,1937,36385763,http://www.imdb.com/title/tt0120863/?ref_=fn_tt_tt_1,7.6,The Thin Red Line ,Color,138941,1998,0
15000000,14100,35887263,http://www.imdb.com/title/tt2980516/?ref_=fn_tt_tt_1,7.7,The Theory of Everything ,Color,265507,2014,90000
16000000,26402,39511038,http://www.imdb.com/title/tt0420294/?ref_=fn_tt_tt_1,5.9,The Texas Chainsaw Massacre: The Beginning ,Color,56269,2006,0
4700000,302,8025872,http://www.imdb.com/title/tt0092076/?ref_=fn_tt_tt_1,5.5,The Texas Chainsaw Massacre 2 ,Color,19234,1986,0
167064,2188,61718000,http://www.imdb.com/title/tt0072271/?ref_=fn_tt_tt_1,7.5,The Texas Chain Saw Massacre ,Color,192821,1974,0
6500000,3582,38400000,http://www.imdb.com/title/tt0088247/?ref_=fn_tt_tt_1,8.1,The Terminator ,Color,600266,1984,13000
60000000,16199,77032279,http://www.imdb.com/title/tt0362227/?ref_=fn_tt_tt_1,7.3,The Terminal ,Color,303864,2004,16000
5250000,4883,766487,http://www.imdb.com/title/tt0811106/?ref_=fn_tt_tt_1,5,The Ten ,Color,15315,2007,915
20000000,3785,263365,http://www.imdb.com/title/tt1274300/?ref_=fn_tt_tt_1,5.4,The Tempest ,Color,6147,2010,0
40000000,36810,81292135,http://www.imdb.com/title/tt0134119/?ref_=fn_tt_tt_1,7.3,The Talented Mr. Ripley ,Color,137891,1999,0
60000000,13403,50818750,http://www.imdb.com/title/tt0420238/?ref_=fn_tt_tt_1,6.1,The Tale of Despereaux ,Color,31209,2008,0
100000000,19906,65452312,http://www.imdb.com/title/tt1111422/?ref_=fn_tt_tt_1,6.4,The Taking of Pelham 1 2 3 ,Color,149998,2009,0
18000000,14995,13491653,http://www.imdb.com/title/tt0236784/?ref_=fn_tt_tt_1,6.1,The Tailor of Panama ,Color,23728,2001,813
19000000,1292,27758465,http://www.imdb.com/title/tt0889573/?ref_=fn_tt_tt_1,6.1,The Switch ,Color,77987,2010,0
60000000,1256,231417,http://www.imdb.com/title/tt0120018/?ref_=fn_tt_tt_1,6.6,The Swindle ,Color,1649,1997,33
43000000,132,24430272,http://www.imdb.com/title/tt0253867/?ref_=fn_tt_tt_1,5.1,The Sweetest Thing ,Color,46158,2002,0
5000000,2820,4306697,http://www.imdb.com/title/tt0120255/?ref_=fn_tt_tt_1,7.7,The Sweet Hereafter ,Color,26720,1997,920
3000000,4810,26345,http://www.imdb.com/title/tt0857190/?ref_=fn_tt_tt_1,6.1,The Sweeney ,Color,16445,2012,0
68000000,12556,118471320,http://www.imdb.com/title/tt0164184/?ref_=fn_tt_tt_1,6.4,The Sum of All Fears ,Color,86504,2002,0
10000000,1351,6197866,http://www.imdb.com/title/tt0166896/?ref_=fn_tt_tt_1,8,The Straight Story ,Color,63733,1999,0
50000000,14706,27067160,http://www.imdb.com/title/tt0160916/?ref_=fn_tt_tt_1,5.9,The Story of Us ,Color,18404,1999,0
5500000,2387,159600000,http://www.imdb.com/title/tt0070735/?ref_=fn_tt_tt_1,8.3,The Sting ,Color,175607,1973,0
250000,154,18195,http://www.imdb.com/title/tt0127302/?ref_=fn_tt_tt_1,6.3,The Sticky Fingers of Time ,Black and White,336,1997,67
90000000,13748,59475623,http://www.imdb.com/title/tt0327162/?ref_=fn_tt_tt_1,5.2,The Stepford Wives ,Color,49739,2004,0
500000,24419,5739376,http://www.imdb.com/title/tt0340377/?ref_=fn_tt_tt_1,7.7,The Station Agent ,Color,58260,2003,0
23000000,3286,763044,http://www.imdb.com/title/tt0340376/?ref_=fn_tt_tt_1,6.2,The Statement ,Black and White,4257,2003,188
1500000,479,7362100,http://www.imdb.com/title/tt0367089/?ref_=fn_tt_tt_1,7.4,The Squid and the Whale ,Color,60295,2005,0
14000000,1326,46800000,http://www.imdb.com/title/tt0076752/?ref_=fn_tt_tt_1,7.1,The Spy Who Loved Me ,Color,76477,1977,0
28000000,3436,24268828,http://www.imdb.com/title/tt1273678/?ref_=fn_tt_tt_1,5.4,The Spy Next Door ,Color,29971,2010,0
30000000,20097,85416609,http://www.imdb.com/title/tt0345950/?ref_=fn_tt_tt_1,7,The SpongeBob SquarePants Movie ,Color,58906,2004,0
74000000,5217,162495848,http://www.imdb.com/title/tt2279373/?ref_=fn_tt_tt_1,6,The SpongeBob Movie: Sponge Out of Water ,Color,34359,2015,16000
60000000,20881,19781879,http://www.imdb.com/title/tt0831887/?ref_=fn_tt_tt_1,4.8,The Spirit ,Color,53864,2008,2000
90000000,1614,71148699,http://www.imdb.com/title/tt0416236/?ref_=fn_tt_tt_1,6.6,The Spiderwick Chronicles ,Color,68935,2008,0
2500000,10040,6851969,http://www.imdb.com/title/tt1714206/?ref_=fn_tt_tt_1,7.1,The Spectacular Now ,Color,105591,2013,10000
1000000,3905,12996,http://www.imdb.com/title/tt0181836/?ref_=fn_tt_tt_1,6,The Specials ,Color,1938,2000,210
45000000,13331,57362581,http://www.imdb.com/title/tt0111255/?ref_=fn_tt_tt_1,5.4,The Specialist ,Color,50148,1994,0
10000000,1722,10200000,http://www.imdb.com/title/tt0120176/?ref_=fn_tt_tt_1,7.3,The Spanish Prisoner ,Color,18697,1997,578
8200000,1495,163214286,http://www.imdb.com/title/tt0059742/?ref_=fn_tt_tt_1,8,The Sound of Music ,Color,148172,1965,15000
150000000,13388,63143812,http://www.imdb.com/title/tt0963966/?ref_=fn_tt_tt_1,6.1,The Sorcerer's Apprentice ,Color,124185,2010,11000
15000000,32814,28870,http://www.imdb.com/title/tt1535612/?ref_=fn_tt_tt_1,5.1,The Son of No One ,Color,14280,2011,0
60000000,23745,31670931,http://www.imdb.com/title/tt0821642/?ref_=fn_tt_tt_1,6.7,The Soloist ,Color,44099,2009,0
40000000,10555,96917897,http://www.imdb.com/title/tt1285016/?ref_=fn_tt_tt_1,7.7,The Social Network ,Color,479453,2010,74000
105000000,914,71017784,http://www.imdb.com/title/tt2017020/?ref_=fn_tt_tt_1,5.4,The Smurfs 2 ,Color,27257,2013,0
110000000,692,142614158,http://www.imdb.com/title/tt0472181/?ref_=fn_tt_tt_1,5.5,The Smurfs ,Color,66593,2011,31000
500000,35294,13134,http://www.imdb.com/title/tt0266971/?ref_=fn_tt_tt_1,6.1,The Slaughter Rule ,Color,2004,2002,183
15000000,26652,35007180,http://www.imdb.com/title/tt0192614/?ref_=fn_tt_tt_1,5.6,The Skulls ,Color,26846,2000,0
43000000,1274,47806295,http://www.imdb.com/title/tt0397101/?ref_=fn_tt_tt_1,6.5,The Skeleton Key ,Black and White,87447,2005,0
40000000,17540,293501675,http://www.imdb.com/title/tt0167404/?ref_=fn_tt_tt_1,8.1,The Sixth Sense ,Color,704766,1999,14000
25000000,6862,39008741,http://www.imdb.com/title/tt0403508/?ref_=fn_tt_tt_1,6.6,The Sisterhood of the Traveling Pants ,Color,44838,2005,0
500000,161,1250798,http://www.imdb.com/title/tt0306069/?ref_=fn_tt_tt_1,6.4,The Singles Ward ,Color,1099,2002,43
8000000,41645,336456,http://www.imdb.com/title/tt0314676/?ref_=fn_tt_tt_1,5.6,The Singing Detective ,Color,7116,2003,494
75000000,3086,183132370,http://www.imdb.com/title/tt0462538/?ref_=fn_tt_tt_1,7.4,The Simpsons Movie ,Color,259083,2007,0
19000000,13184,130727000,http://www.imdb.com/title/tt0102926/?ref_=fn_tt_tt_1,8.6,The Silence of the Lambs ,Color,887467,1991,40000
70000000,32563,40932372,http://www.imdb.com/title/tt0133952/?ref_=fn_tt_tt_1,6.3,The Siege ,Color,58023,1998,0
35000000,19805,11405825,http://www.imdb.com/title/tt0120824/?ref_=fn_tt_tt_1,6.8,The Shipping News ,Color,28542,2001,0
25000000,13495,28341469,http://www.imdb.com/title/tt0111161/?ref_=fn_tt_tt_1,9.3,The Shawshank Redemption ,Color,1689764,1994,108000
17000000,971,54257433,http://www.imdb.com/title/tt4052882/?ref_=fn_tt_tt_1,6.8,The Shallows ,Color,12983,2016,0
50000000,24664,61112916,http://www.imdb.com/title/tt0393735/?ref_=fn_tt_tt_1,4.4,The Shaggy Dog ,Color,14888,2006,747
25000000,2711,32055248,http://www.imdb.com/title/tt0111143/?ref_=fn_tt_tt_1,6,The Shadow ,Color,18723,1994,0
1000000,1899,5997134,http://www.imdb.com/title/tt1866249/?ref_=fn_tt_tt_1,7.2,The Sessions ,Color,36381,2012,11000
60000000,1352,36279230,http://www.imdb.com/title/tt0443632/?ref_=fn_tt_tt_1,6.1,The Sentinel ,Color,42144,2006,690
6500000,75,686383,http://www.imdb.com/title/tt0485601/?ref_=fn_tt_tt_1,7.7,The Secret of Kells ,Color,22811,2009,11000
90000000,5095,58229120,http://www.imdb.com/title/tt0359950/?ref_=fn_tt_tt_1,7.3,The Secret Life of Walter Mitty ,Color,236421,2013,70000
75000000,4782,323505540,http://www.imdb.com/title/tt2709768/?ref_=fn_tt_tt_1,6.8,The Secret Life of Pets ,Color,24407,2016,36000
11000000,3376,37766350,http://www.imdb.com/title/tt0416212/?ref_=fn_tt_tt_1,7.3,The Secret Life of Bees ,Color,19440,2008,0
2000000,1044,20167424,http://www.imdb.com/title/tt1305806/?ref_=fn_tt_tt_1,8.2,The Secret in Their Eyes ,Color,131831,2009,33000
4000000,76,375723,http://www.imdb.com/title/tt3742378/?ref_=fn_tt_tt_1,7.9,The Second Mother ,Color,7025,2015,0
10000000,583,33071558,http://www.imdb.com/title/tt2555736/?ref_=fn_tt_tt_1,6.6,The Second Best Exotic Marigold Hotel ,Color,22369,2015,21000
10000000,529,2086345,http://www.imdb.com/title/tt0369702/?ref_=fn_tt_tt_1,8.1,The Sea Inside ,Color,64556,2004,0
60000000,14611,90341670,http://www.imdb.com/title/tt0277296/?ref_=fn_tt_tt_1,5.5,The Scorpion King ,Color,102129,2002,0
68000000,32871,71069884,http://www.imdb.com/title/tt0227445/?ref_=fn_tt_tt_1,6.8,The Score ,Color,101899,2001,0
61000000,2517,81687587,http://www.imdb.com/title/tt4046784/?ref_=fn_tt_tt_1,6.4,The Scorch Trials ,Color,138246,2015,24000
50000000,15820,10400000,http://www.imdb.com/title/tt0114345/?ref_=fn_tt_tt_1,5.1,The Scarlet Letter ,Color,12037,1995,943
60000000,5265,139225854,http://www.imdb.com/title/tt0304669/?ref_=fn_tt_tt_1,5.5,The Santa Clause 2 ,Color,34561,2002,1000
22000000,2790,144833357,http://www.imdb.com/title/tt0111070/?ref_=fn_tt_tt_1,6.4,The Santa Clause ,Color,64742,1994,0
18000000,4094,676698,http://www.imdb.com/title/tt0235737/?ref_=fn_tt_tt_1,7.2,The Salton Sea ,Color,26730,2002,2000
1500000,3138,92362,http://www.imdb.com/title/tt0436742/?ref_=fn_tt_tt_1,4.3,The Salon ,Color,444,2005,68
68000000,475,61355436,http://www.imdb.com/title/tt0120053/?ref_=fn_tt_tt_1,6.2,The Saint ,Color,52136,1997,0
27000000,2373,38122105,http://www.imdb.com/title/tt0093894/?ref_=fn_tt_tt_1,6.6,The Running Man ,Color,112669,1987,0
85000000,16930,47592825,http://www.imdb.com/title/tt0327850/?ref_=fn_tt_tt_1,6.7,The Rundown ,Color,82731,2003,0
10000000,21711,3571735,http://www.imdb.com/title/tt1017451/?ref_=fn_tt_tt_1,6.6,The Runaways ,Color,39260,2010,0
4000000,19928,6525762,http://www.imdb.com/title/tt0292644/?ref_=fn_tt_tt_1,6.7,The Rules of Attraction ,Color,44339,2002,0
8000000,1749,17427926,http://www.imdb.com/title/tt0963794/?ref_=fn_tt_tt_1,5.9,The Ruins ,Color,60062,2008,0
24000000,3438,100491683,http://www.imdb.com/title/tt0134067/?ref_=fn_tt_tt_1,5.9,The Rugrats Movie ,Color,14005,1998,418
21000000,14609,52353636,http://www.imdb.com/title/tt0265666/?ref_=fn_tt_tt_1,7.6,The Royal Tenenbaums ,Color,209133,2001,0
8500000,1097,29200000,http://www.imdb.com/title/tt0079826/?ref_=fn_tt_tt_1,6.9,The Rose ,Color,6142,1979,1000
16000000,5349,37300107,http://www.imdb.com/title/tt1265990/?ref_=fn_tt_tt_1,4.8,The Roommate ,Color,29147,2011,0
20000000,6657,75597042,http://www.imdb.com/title/tt0265662/?ref_=fn_tt_tt_1,7,The Rookie ,Color,26434,2002,0
15000000,33153,6409206,http://www.imdb.com/title/tt1031969/?ref_=fn_tt_tt_1,6.2,The Rocker ,Color,32311,2008,0
75000000,15999,134006721,http://www.imdb.com/title/tt0117500/?ref_=fn_tt_tt_1,7.4,The Rock ,Color,259492,1996,51000
5000000,1920,36000000,http://www.imdb.com/title/tt0046247/?ref_=fn_tt_tt_1,6.8,The Robe ,Color,6359,1953,0
95000000,3372,50802661,http://www.imdb.com/title/tt0138749/?ref_=fn_tt_tt_1,6.9,The Road to El Dorado ,Color,58300,2000,0
25000000,23566,56692,http://www.imdb.com/title/tt0898367/?ref_=fn_tt_tt_1,7.3,The Road ,Color,177401,2009,32000
45000000,12161,46815748,http://www.imdb.com/title/tt0110997/?ref_=fn_tt_tt_1,6.3,The River Wild ,Color,32544,1994,0
37000000,19904,33037754,http://www.imdb.com/title/tt1161864/?ref_=fn_tt_tt_1,6,The Rite ,Color,75864,2011,23000
27000000,6341,21500000,http://www.imdb.com/title/tt0086197/?ref_=fn_tt_tt_1,7.9,The Right Stuff ,Color,45271,1983,0
135000000,57108,183635922,http://www.imdb.com/title/tt1663202/?ref_=fn_tt_tt_1,8.1,The Revenant ,Color,406020,2015,190000
50000000,24024,44737059,http://www.imdb.com/title/tt0191397/?ref_=fn_tt_tt_1,6.5,The Replacements ,Color,48322,2000,0
30000000,3072,18967571,http://www.imdb.com/title/tt0120008/?ref_=fn_tt_tt_1,6.1,The Replacement Killers ,Color,23345,1998,629
11500000,12749,22954968,http://www.imdb.com/title/tt0107943/?ref_=fn_tt_tt_1,7.9,The Remains of the Day ,Color,45703,1993,0
40000000,1976,33927476,http://www.imdb.com/title/tt0120004/?ref_=fn_tt_tt_1,5.7,The Relic ,Color,19176,1997,956
10000000,29,9473382,http://www.imdb.com/title/tt0120802/?ref_=fn_tt_tt_1,7.7,The Red Violin ,Color,26832,1998,0
40000000,960,25117498,http://www.imdb.com/title/tt0444682/?ref_=fn_tt_tt_1,5.7,The Reaping ,Color,37412,2007,0
8000000,972,3713002,http://www.imdb.com/title/tt0360916/?ref_=fn_tt_tt_1,2.7,The Real Cancun ,Color,3611,2003,131
32000000,14504,34180954,http://www.imdb.com/title/tt0976051/?ref_=fn_tt_tt_1,7.6,The Reader ,Color,189812,2008,15000
26000000,2356,16005978,http://www.imdb.com/title/tt1486192/?ref_=fn_tt_tt_1,6.4,The Raven ,Color,72886,2012,35000
40000000,16762,45856732,http://www.imdb.com/title/tt0119978/?ref_=fn_tt_tt_1,7.1,The Rainmaker ,Color,46221,1997,0
18000000,39463,4435083,http://www.imdb.com/title/tt2058107/?ref_=fn_tt_tt_1,7.1,The Railway Man ,Color,27882,2013,18000
1100000,1445,4105123,http://www.imdb.com/title/tt1899353/?ref_=fn_tt_tt_1,7.6,The Raid: Redemption ,Color,148221,2011,51000
21000000,3162,17757087,http://www.imdb.com/title/tt0144814/?ref_=fn_tt_tt_1,4.6,The Rage: Carrie 2 ,Black and White,13065,1999,897
500000,155,1111615,http://www.imdb.com/title/tt0341540/?ref_=fn_tt_tt_1,6,The R.M. ,Color,651,2003,44
30000000,3431,12987647,http://www.imdb.com/title/tt0258068/?ref_=fn_tt_tt_1,7.1,The Quiet American ,Color,24019,2002,983
900000,3299,381186,http://www.imdb.com/title/tt0414951/?ref_=fn_tt_tt_1,6.4,The Quiet ,Color,13485,2005,698
32000000,29743,18636537,http://www.imdb.com/title/tt0114214/?ref_=fn_tt_tt_1,6.4,The Quick and the Dead ,Black and White,69197,1995,0
9800000,486,56437947,http://www.imdb.com/title/tt0436697/?ref_=fn_tt_tt_1,7.3,The Queen ,Color,85333,2006,0
55000000,11036,162586036,http://www.imdb.com/title/tt0454921/?ref_=fn_tt_tt_1,8,The Pursuit of Happyness ,Color,338383,2006,32000
10000000,2480,78845130,http://www.imdb.com/title/tt4094724/?ref_=fn_tt_tt_1,6.1,The Purge: Election Year ,Color,17596,2016,0
9000000,6807,71519230,http://www.imdb.com/title/tt2975578/?ref_=fn_tt_tt_1,6.5,The Purge: Anarchy ,Color,92364,2014,15000
3000000,3708,64423650,http://www.imdb.com/title/tt2184339/?ref_=fn_tt_tt_1,5.7,The Purge ,Color,139329,2013,31000
33000000,2114,33682273,http://www.imdb.com/title/tt0330793/?ref_=fn_tt_tt_1,6.5,The Punisher ,Color,124242,2004,4000
15000,1064,192467,http://www.imdb.com/title/tt0436689/?ref_=fn_tt_tt_1,6.6,The Puffy Chair ,Color,4067,2005,297
200000000,2205,11905519,http://www.imdb.com/title/tt0427954/?ref_=fn_tt_tt_1,7.1,The Protector ,Color,30210,2005,0
2000000,2129,1900725,http://www.imdb.com/title/tt0421238/?ref_=fn_tt_tt_1,7.4,The Proposition ,Color,43205,2005,0
40000000,18656,163947053,http://www.imdb.com/title/tt1041829/?ref_=fn_tt_tt_1,6.7,The Proposal ,Color,227824,2009,10000
8000000,13433,16115878,http://www.imdb.com/title/tt0114194/?ref_=fn_tt_tt_1,6.6,The Prophecy ,Color,24438,1995,0
60000000,949,668171,http://www.imdb.com/title/tt0417976/?ref_=fn_tt_tt_1,5.6,The Promise ,Color,8215,2005,445
45000000,24351,19377727,http://www.imdb.com/title/tt0395251/?ref_=fn_tt_tt_1,6.4,The Producers ,Color,35140,2005,0
40000000,15362,95149435,http://www.imdb.com/title/tt0368933/?ref_=fn_tt_tt_1,5.7,The Princess Diaries 2: Royal Engagement ,Color,53687,2004,1000
37000000,13645,108244774,http://www.imdb.com/title/tt0247638/?ref_=fn_tt_tt_1,6.2,The Princess Diaries ,Color,94049,2001,0
16000000,20060,30857814,http://www.imdb.com/title/tt0093779/?ref_=fn_tt_tt_1,8.1,The Princess Bride ,Color,294163,1987,33000
105000000,2480,104374107,http://www.imdb.com/title/tt0780521/?ref_=fn_tt_tt_1,7.1,The Princess and the Frog ,Color,89351,2009,5000
28000000,1088,669276,http://www.imdb.com/title/tt0112389/?ref_=fn_tt_tt_1,7.2,The Princess and the Cobbler ,Color,2541,1993,408
30000000,1936,74787599,http://www.imdb.com/title/tt0102713/?ref_=fn_tt_tt_1,6.6,The Prince of Tides ,Color,12549,1991,883
70000000,1195,101217900,http://www.imdb.com/title/tt0120794/?ref_=fn_tt_tt_1,7,The Prince of Egypt ,Color,91093,1998,0
40000000,63986,53082743,http://www.imdb.com/title/tt0482571/?ref_=fn_tt_tt_1,8.5,The Prestige ,Color,844052,2006,49000
80000000,4346,17593391,http://www.imdb.com/title/tt0119925/?ref_=fn_tt_tt_1,6,The Postman ,Color,56403,1997,0
28000000,4696,98244638,http://www.imdb.com/title/tt0431021/?ref_=fn_tt_tt_1,5.9,The Possession ,Color,94338,2012,34000
165000000,16264,665426,http://www.imdb.com/title/tt0338348/?ref_=fn_tt_tt_1,6.6,The Polar Express ,Color,120798,2004,10000
45000000,793,19719930,http://www.imdb.com/title/tt0237572/?ref_=fn_tt_tt_1,6.8,The Pledge ,Color,42621,2001,0
4500000,2868,23031390,http://www.imdb.com/title/tt0119905/?ref_=fn_tt_tt_1,5.6,The Players Club ,Color,4345,1998,575
15000000,34413,21383298,http://www.imdb.com/title/tt1817273/?ref_=fn_tt_tt_1,7.3,The Place Beyond the Pines ,Color,187170,2012,47000
55000000,6254,31051126,http://www.imdb.com/title/tt1430626/?ref_=fn_tt_tt_1,6.7,The Pirates! Band of Misfits ,Color,36877,2012,0
15000000,568,12701880,http://www.imdb.com/title/tt0475998/?ref_=fn_tt_tt_1,5.7,The Pirates Who Don't Do Anything: A VeggieTales Movie ,Color,2037,2008,175
3700000,282,2956000,http://www.imdb.com/title/tt0040694/?ref_=fn_tt_tt_1,7.1,The Pirate ,Color,3258,1948,359
65000000,1267,82226474,http://www.imdb.com/title/tt0383216/?ref_=fn_tt_tt_1,5.6,The Pink Panther ,Color,65499,2006,0
7000000,1051,40158000,http://www.imdb.com/title/tt0107822/?ref_=fn_tt_tt_1,7.6,The Piano ,Color,63931,1993,0
35000000,1075,32519322,http://www.imdb.com/title/tt0253474/?ref_=fn_tt_tt_1,8.5,The Pianist ,Black and White,497946,2002,21000
70000000,20660,51225796,http://www.imdb.com/title/tt0293508/?ref_=fn_tt_tt_1,7.4,The Phantom of the Opera ,Black and White,96654,2004,0
45000000,3855,17300889,http://www.imdb.com/title/tt0117331/?ref_=fn_tt_tt_1,4.9,The Phantom ,Color,27648,1996,0
13000000,13631,17738570,http://www.imdb.com/title/tt1659337/?ref_=fn_tt_tt_1,8,The Perks of Being a Wallflower ,Color,351274,2012,131000
140000000,2684,182618434,http://www.imdb.com/title/tt0177971/?ref_=fn_tt_tt_1,6.4,The Perfect Storm ,Color,133076,2000,0
5000000,3552,9658370,http://www.imdb.com/title/tt4871980/?ref_=fn_tt_tt_1,4.5,The Perfect Match ,Color,1180,2016,740
25000000,4789,16247775,http://www.imdb.com/title/tt0380623/?ref_=fn_tt_tt_1,5.5,The Perfect Man ,Color,23527,2005,767
500000,1452,48430,http://www.imdb.com/title/tt1334553/?ref_=fn_tt_tt_1,6.8,The Perfect Host ,Color,20176,2010,0
12500000,4270,1089445,http://www.imdb.com/title/tt0473102/?ref_=fn_tt_tt_1,7,The Perfect Game ,Black and White,2676,2009,0
11000000,3072,2832826,http://www.imdb.com/title/tt0114113/?ref_=fn_tt_tt_1,6.2,The Perez Family ,Color,1761,1995,174
45000000,30063,100768056,http://www.imdb.com/title/tt0107798/?ref_=fn_tt_tt_1,6.5,The Pelican Brief ,Color,59569,1993,0
99000000,309,130174897,http://www.imdb.com/title/tt2452042/?ref_=fn_tt_tt_1,7.2,The Peanuts Movie ,Color,27918,2015,33000
50000000,1289,41256277,http://www.imdb.com/title/tt0119874/?ref_=fn_tt_tt_1,5.9,The Peacemaker ,Color,46451,1997,0
110000000,19454,113330342,http://www.imdb.com/title/tt0187393/?ref_=fn_tt_tt_1,7.1,The Patriot ,Color,207613,2000,4000
30000000,705,499263,http://www.imdb.com/title/tt0335345/?ref_=fn_tt_tt_1,7.1,The Passion of the Christ ,Color,179235,2004,13000
19400000,2608,8047690,http://www.imdb.com/title/tt0446755/?ref_=fn_tt_tt_1,7.5,The Painted Veil ,Color,77656,2006,0
56000000,16884,113006880,http://www.imdb.com/title/tt0395699/?ref_=fn_tt_tt_1,5.5,The Pacifier ,Color,66308,2005,0
10000000,940,3607,http://www.imdb.com/title/tt0488604/?ref_=fn_tt_tt_1,6.1,The Oxford Murders ,Color,22753,2008,0
10000000,12097,25600000,http://www.imdb.com/title/tt0086066/?ref_=fn_tt_tt_1,7.2,The Outsiders ,Color,57363,1983,10000
40000000,1335,28535768,http://www.imdb.com/title/tt0129280/?ref_=fn_tt_tt_1,5.3,The Out-of-Towners ,Color,10446,1999,279
17000000,956,96471845,http://www.imdb.com/title/tt0230600/?ref_=fn_tt_tt_1,7.6,The Others ,Color,268581,2001,20000
40000000,2357,83906114,http://www.imdb.com/title/tt2203939/?ref_=fn_tt_tt_1,6,The Other Woman ,Color,104481,2014,16000
