Cast_Likes,Facenumber,Gross,Link,Score,Title
61110,3,95632614,http://www.imdb.com/title/tt0159365/?ref_=fn_tt_tt_1,7.2,Cold Mountain 
0,0,5858,http://www.imdb.com/title/tt4219836/?ref_=fn_tt_tt_1,7.1,Top Spin 
30088,1,27996564,http://www.imdb.com/title/tt2467046/?ref_=fn_tt_tt_1,3.1,Left Behind 
14275,0,22717758,http://www.imdb.com/title/tt0120800/?ref_=fn_tt_tt_1,6.2,The Magic Sword: Quest for Camelot 
1835,4,1046166,http://www.imdb.com/title/tt0434424/?ref_=fn_tt_tt_1,4.2,Undiscovered 
3306,2,4992159,http://www.imdb.com/title/tt0331953/?ref_=fn_tt_tt_1,5.6,Club Dread 
16098,1,60128566,http://www.imdb.com/title/tt1220634/?ref_=fn_tt_tt_1,5.9,Resident Evil: Afterlife 
2184,1,45802315,http://www.imdb.com/title/tt0834001/?ref_=fn_tt_tt_1,6.6,Underworld: Rise of the Lycans 
20388,1,102515793,http://www.imdb.com/title/tt1568346/?ref_=fn_tt_tt_1,7.8,The Girl with the Dragon Tattoo 
44265,1,24475193,http://www.imdb.com/title/tt2229499/?ref_=fn_tt_tt_1,6.6,Don Jon 
1777,0,51483949,http://www.imdb.com/title/tt0320691/?ref_=fn_tt_tt_1,7,Underworld 
1763,4,10508,http://www.imdb.com/title/tt0133117/?ref_=fn_tt_tt_1,6.5,Naturally Native 
17471,0,1028658,http://www.imdb.com/title/tt1462758/?ref_=fn_tt_tt_1,7,Buried 
3462,0,10824921,http://www.imdb.com/title/tt0151804/?ref_=fn_tt_tt_1,7.8,Office Space 
3337,3,1227324,http://www.imdb.com/title/tt0116378/?ref_=fn_tt_tt_1,6.6,The Funeral 
3001,3,38230435,http://www.imdb.com/title/tt0279493/?ref_=fn_tt_tt_1,5.8,Undercover Brother 
2165,3,5654777,http://www.imdb.com/title/tt0373416/?ref_=fn_tt_tt_1,4.1,Underclassman 
28,0,100240,http://www.imdb.com/title/tt3214286/?ref_=fn_tt_tt_1,6.8,A Lego Brickumentary 
2957,2,57750000,http://www.imdb.com/title/tt0056937/?ref_=fn_tt_tt_1,7,Cleopatra 
1310,1,43601508,http://www.imdb.com/title/tt0328589/?ref_=fn_tt_tt_1,6.7,Under the Tuscan Sun 
14677,0,13854000,http://www.imdb.com/title/tt0095687/?ref_=fn_tt_tt_1,5.2,My Stepmother Is an Alien 
1761,0,8500000,http://www.imdb.com/title/tt0083254/?ref_=fn_tt_tt_1,5.4,Under the Rainbow 
14609,1,52353636,http://www.imdb.com/title/tt0265666/?ref_=fn_tt_tt_1,7.6,The Royal Tenenbaums 
5876,0,231207960,http://www.imdb.com/title/tt1809398/?ref_=fn_tt_tt_1,7.2,Unbroken 
5127,2,181360000,http://www.imdb.com/title/tt0077631/?ref_=fn_tt_tt_1,7.2,Grease 
27797,4,16969390,http://www.imdb.com/title/tt2193215/?ref_=fn_tt_tt_1,5.3,The Counselor 
2323,2,15071514,http://www.imdb.com/title/tt0427392/?ref_=fn_tt_tt_1,5.9,The Invasion 
4664,1,176483808,http://www.imdb.com/title/tt0129387/?ref_=fn_tt_tt_1,7.1,There's Something About Mary 
19904,1,33037754,http://www.imdb.com/title/tt1161864/?ref_=fn_tt_tt_1,6,The Rite 
33645,0,94999143,http://www.imdb.com/title/tt0217869/?ref_=fn_tt_tt_1,7.2,Unbreakable 
3924,0,160000000,http://www.imdb.com/title/tt0087277/?ref_=fn_tt_tt_1,6.5,Footloose 
787,1,9054736,http://www.imdb.com/title/tt0120402/?ref_=fn_tt_tt_1,7.1,Ulee's Gold 
53370,2,49474048,http://www.imdb.com/title/tt0976238/?ref_=fn_tt_tt_1,5.4,Old Dogs 
15271,1,18500966,http://www.imdb.com/title/tt0370032/?ref_=fn_tt_tt_1,4.4,Ultraviolet 
26564,3,4535117,http://www.imdb.com/title/tt0460780/?ref_=fn_tt_tt_1,3.8,In the Name of the King: A Dungeon Siege Tale 
3942,1,6157157,http://www.imdb.com/title/tt0098546/?ref_=fn_tt_tt_1,7,UHF 
2636,2,93307796,http://www.imdb.com/title/tt0313737/?ref_=fn_tt_tt_1,6.1,Two Weeks Notice 
253,2,3432342,http://www.imdb.com/title/tt0338135/?ref_=fn_tt_tt_1,7.7,The Barbarian Invasions 
19600,1,47396698,http://www.imdb.com/title/tt0320661/?ref_=fn_tt_tt_1,7.2,Kingdom of Heaven 
47728,1,17439163,http://www.imdb.com/title/tt0118715/?ref_=fn_tt_tt_1,8.2,The Big Lebowski 
56585,1,5887457,http://www.imdb.com/title/tt0109707/?ref_=fn_tt_tt_1,7.9,Ed Wood 
1540,0,3148482,http://www.imdb.com/title/tt1103275/?ref_=fn_tt_tt_1,7.1,Two Lovers 
5,3,3830,http://www.imdb.com/title/tt1349485/?ref_=fn_tt_tt_1,7.2,The Knife of Don Juan 
21124,3,1950218,http://www.imdb.com/title/tt0124179/?ref_=fn_tt_tt_1,5.6,Two Girls and a Guy 
23484,3,110416702,http://www.imdb.com/title/tt0942385/?ref_=fn_tt_tt_1,7,Tropic Thunder 
10882,0,68558662,http://www.imdb.com/title/tt1854564/?ref_=fn_tt_tt_1,5.9,Percy Jackson: Sea of Monsters 
2942,1,349618,http://www.imdb.com/title/tt0100827/?ref_=fn_tt_tt_1,6.1,Two Evil Eyes 
21163,0,11538204,http://www.imdb.com/title/tt0968264/?ref_=fn_tt_tt_1,7,The Conspirator 
46719,2,47952020,http://www.imdb.com/title/tt2381991/?ref_=fn_tt_tt_1,6.1,The Huntsman: Winter's War 
2815,2,22235901,http://www.imdb.com/title/tt0269341/?ref_=fn_tt_tt_1,6.1,Two Can Play That Game 
1156,0,26803366,http://www.imdb.com/title/tt1343727/?ref_=fn_tt_tt_1,7.1,Dredd 
1227,0,4734235,http://www.imdb.com/title/tt0134630/?ref_=fn_tt_tt_1,6,Duets 
26239,0,241688385,http://www.imdb.com/title/tt0117998/?ref_=fn_tt_tt_1,6.3,Twister 
3125,1,2221994,http://www.imdb.com/title/tt0120152/?ref_=fn_tt_tt_1,6.4,Smilla's Sense of Snow 
6327,1,17596256,http://www.imdb.com/title/tt0492389/?ref_=fn_tt_tt_1,3.8,Furry Vengeance 
1233,1,51185897,http://www.imdb.com/title/tt0093428/?ref_=fn_tt_tt_1,6.7,The Living Daylights 
6727,2,45290318,http://www.imdb.com/title/tt1648179/?ref_=fn_tt_tt_1,6.5,Here Comes the Boom 
2151,1,111936400,http://www.imdb.com/title/tt0096320/?ref_=fn_tt_tt_1,6,Twins 
2908,0,39880476,http://www.imdb.com/title/tt0282120/?ref_=fn_tt_tt_1,5.2,The Wild Thornberrys Movie 
43810,0,1821983,http://www.imdb.com/title/tt3099498/?ref_=fn_tt_tt_1,5.4,Tusk 
2818,1,123307945,http://www.imdb.com/title/tt0144528/?ref_=fn_tt_tt_1,4.3,Nutty Professor II: The Klumps 
3432,0,36665854,http://www.imdb.com/title/tt1657507/?ref_=fn_tt_tt_1,6.4,Colombiana 
1640,0,46975183,http://www.imdb.com/title/tt0822854/?ref_=fn_tt_tt_1,7.2,Shooter 
4305,2,48472213,http://www.imdb.com/title/tt0385307/?ref_=fn_tt_tt_1,5,Miss Congeniality 2: Armed and Fabulous 
1986,1,1281176,http://www.imdb.com/title/tt0161023/?ref_=fn_tt_tt_1,6.7,Tumbleweeds 
5811,0,134518390,http://www.imdb.com/title/tt0800080/?ref_=fn_tt_tt_1,6.8,The Incredible Hulk 
44797,0,94822707,http://www.imdb.com/title/tt1037705/?ref_=fn_tt_tt_1,6.9,The Book of Eli 
1044,1,79817937,http://www.imdb.com/title/tt0091129/?ref_=fn_tt_tt_1,5.9,The Golden Child 
24366,1,85276330,http://www.imdb.com/title/tt1139668/?ref_=fn_tt_tt_1,4.8,The Unborn 
3162,1,17757087,http://www.imdb.com/title/tt0144814/?ref_=fn_tt_tt_1,4.6,The Rage: Carrie 2 
2413,2,5516708,http://www.imdb.com/title/tt0239949/?ref_=fn_tt_tt_1,4.9,Say It Isn't So 
2661,2,19158074,http://www.imdb.com/title/tt0283084/?ref_=fn_tt_tt_1,6.7,Tuck Everlasting 
15371,1,81645152,http://www.imdb.com/title/tt0187738/?ref_=fn_tt_tt_1,6.7,Blade II 
43887,0,19480739,http://www.imdb.com/title/tt0300556/?ref_=fn_tt_tt_1,5.6,Timeline 
1307,0,91038276,http://www.imdb.com/title/tt0206275/?ref_=fn_tt_tt_1,6.1,Save the Last Dance 
13597,0,55994557,http://www.imdb.com/title/tt1623288/?ref_=fn_tt_tt_1,7,ParaNorman 
14347,1,14060950,http://www.imdb.com/title/tt0283530/?ref_=fn_tt_tt_1,6.9,The Emperor's Club 
11560,0,44812724,http://www.imdb.com/title/tt0318974/?ref_=fn_tt_tt_1,6,The Alamo 
278,1,2912363,http://www.imdb.com/title/tt0468565/?ref_=fn_tt_tt_1,7.3,Tsotsi 
15716,2,17096053,http://www.imdb.com/title/tt0128445/?ref_=fn_tt_tt_1,7.7,Rushmore 
916,0,58214,http://www.imdb.com/title/tt1529572/?ref_=fn_tt_tt_1,7,Trust 
4473,4,480314,http://www.imdb.com/title/tt0398913/?ref_=fn_tt_tt_1,4.8,DOA: Dead or Alive 
2453,2,11508423,http://www.imdb.com/title/tt1091751/?ref_=fn_tt_tt_1,5.1,The Longshots 
25964,0,171031347,http://www.imdb.com/title/tt1403865/?ref_=fn_tt_tt_1,7.7,True Grit 
12867,0,2412045,http://www.imdb.com/title/tt1334260/?ref_=fn_tt_tt_1,7.2,Never Let Me Go 
1722,0,10200000,http://www.imdb.com/title/tt0120176/?ref_=fn_tt_tt_1,7.3,The Spanish Prisoner 
66,0,381225,http://www.imdb.com/title/tt0420723/?ref_=fn_tt_tt_1,7.2,Short Cut to Nirvana: Kumbh Mela 
15935,0,25407250,http://www.imdb.com/title/tt0116225/?ref_=fn_tt_tt_1,5.7,Escape from L.A. 
16031,1,33313582,http://www.imdb.com/title/tt1130080/?ref_=fn_tt_tt_1,6.5,The Informant! 
2689,2,67962333,http://www.imdb.com/title/tt0372237/?ref_=fn_tt_tt_1,5.9,Guess Who 
2368,1,8508843,http://www.imdb.com/title/tt0098519/?ref_=fn_tt_tt_1,5.5,Troop Beverly Hills 
59803,3,206360018,http://www.imdb.com/title/tt1981115/?ref_=fn_tt_tt_1,7.1,Thor: The Dark World 
17040,1,727883,http://www.imdb.com/title/tt0246578/?ref_=fn_tt_tt_1,8.1,Donnie Darko 
3769,0,14252830,http://www.imdb.com/title/tt0236348/?ref_=fn_tt_tt_1,5.3,Josie and the Pussycats 
44,0,252652,http://www.imdb.com/title/tt1740707/?ref_=fn_tt_tt_1,7,Trollhunter 
2103,4,3151130,http://www.imdb.com/title/tt0109445/?ref_=fn_tt_tt_1,7.8,Clerks 
1834,1,26876529,http://www.imdb.com/title/tt0479968/?ref_=fn_tt_tt_1,3.9,One Missed Call 
2711,0,32055248,http://www.imdb.com/title/tt0111143/?ref_=fn_tt_tt_1,6,The Shadow 
3818,0,6842058,http://www.imdb.com/title/tt1748227/?ref_=fn_tt_tt_1,6.1,The Collection 
1724,1,56631572,http://www.imdb.com/title/tt0112697/?ref_=fn_tt_tt_1,6.8,Clueless 
3284,0,49024969,http://www.imdb.com/title/tt0465538/?ref_=fn_tt_tt_1,7.3,Michael Clayton 
27214,3,12626905,http://www.imdb.com/title/tt1712261/?ref_=fn_tt_tt_1,6.3,Triple 9 
3142,2,11956207,http://www.imdb.com/title/tt1232783/?ref_=fn_tt_tt_1,5.1,Sorority Row 
5349,1,37300107,http://www.imdb.com/title/tt1265990/?ref_=fn_tt_tt_1,4.8,The Roommate 
3423,3,25200412,http://www.imdb.com/title/tt0775552/?ref_=fn_tt_tt_1,5.4,Aliens in the Attic 
3119,0,16667084,http://www.imdb.com/title/tt0100814/?ref_=fn_tt_tt_1,7.1,Tremors 
7833,0,61693523,http://www.imdb.com/title/tt4257926/?ref_=fn_tt_tt_1,6.8,Miracles from Heaven 
2864,1,617172,http://www.imdb.com/title/tt0120370/?ref_=fn_tt_tt_1,7,Trekkies 
387,1,146402,http://www.imdb.com/title/tt0319769/?ref_=fn_tt_tt_1,7.7,Mondays in the Sun 
14420,1,695229,http://www.imdb.com/title/tt0117958/?ref_=fn_tt_tt_1,7.2,Trees Lounge 
24640,0,10139254,http://www.imdb.com/title/tt0414993/?ref_=fn_tt_tt_1,7.3,The Fountain 
3294,0,37939782,http://www.imdb.com/title/tt0243736/?ref_=fn_tt_tt_1,5.6,40 Days and 40 Nights 
39989,1,19783777,http://www.imdb.com/title/tt2312718/?ref_=fn_tt_tt_1,6.5,Homefront 
12946,8,20338609,http://www.imdb.com/title/tt0420087/?ref_=fn_tt_tt_1,6.8,A Prairie Home Companion 
3679,7,51432423,http://www.imdb.com/title/tt0308506/?ref_=fn_tt_tt_1,5.1,Like Mike 
1643,2,12026670,http://www.imdb.com/title/tt1549920/?ref_=fn_tt_tt_1,6.4,The Last Stand 
3500,2,89808372,http://www.imdb.com/title/tt0333780/?ref_=fn_tt_tt_1,4.6,"Legally Blonde 2: Red, White & Blonde "
2170,0,71502303,http://www.imdb.com/title/tt0375063/?ref_=fn_tt_tt_1,7.5,Sideways 
504,2,876671,http://www.imdb.com/title/tt0455782/?ref_=fn_tt_tt_1,6.9,The Hunting Party 
42683,2,7605668,http://www.imdb.com/title/tt3045616/?ref_=fn_tt_tt_1,5.5,Mortdecai 
1252,0,2203641,http://www.imdb.com/title/tt0800241/?ref_=fn_tt_tt_1,6.7,Transsiberian 
29050,1,43095600,http://www.imdb.com/title/tt0388482/?ref_=fn_tt_tt_1,6.3,Transporter 2 
25092,0,24792061,http://www.imdb.com/title/tt0427944/?ref_=fn_tt_tt_1,7.6,Thank You for Smoking 
3192,2,9013113,http://www.imdb.com/title/tt0407265/?ref_=fn_tt_tt_1,7.4,Transamerica 
18726,1,53680848,http://www.imdb.com/title/tt0431308/?ref_=fn_tt_tt_1,7.1,P.S. I Love You 
1855,0,15361537,http://www.imdb.com/title/tt0297162/?ref_=fn_tt_tt_1,4.6,Half Past Dead 
3218,0,402076689,http://www.imdb.com/title/tt1055369/?ref_=fn_tt_tt_1,6,Transformers: Revenge of the Fallen 
2593,2,352358779,http://www.imdb.com/title/tt1399103/?ref_=fn_tt_tt_1,6.3,Transformers: Dark of the Moon 
5668,1,4394936,http://www.imdb.com/title/tt0145893/?ref_=fn_tt_tt_1,5.3,Simply Irresistible 
22577,5,3950294,http://www.imdb.com/title/tt0423977/?ref_=fn_tt_tt_1,7,Charlie Bartlett 
2333,0,318759914,http://www.imdb.com/title/tt0418279/?ref_=fn_tt_tt_1,7.1,Transformers 
1450,1,110008260,http://www.imdb.com/title/tt3152624/?ref_=fn_tt_tt_1,6.3,Trainwreck 
2667,7,3447339,http://www.imdb.com/title/tt1758795/?ref_=fn_tt_tt_1,5.8,The To Do List 
14504,0,71897215,http://www.imdb.com/title/tt1179933/?ref_=fn_tt_tt_1,7.3,10 Cloverfield Lane 
2230,7,12188642,http://www.imdb.com/title/tt2006295/?ref_=fn_tt_tt_1,6.9,The 33 
2864,1,45356386,http://www.imdb.com/title/tt0386140/?ref_=fn_tt_tt_1,5.9,The Legend of Zorro 
26826,1,126203320,http://www.imdb.com/title/tt0280590/?ref_=fn_tt_tt_1,5.8,Mr. Deeds 
3559,4,16501785,http://www.imdb.com/title/tt0117951/?ref_=fn_tt_tt_1,8.2,Trainspotting 
1249,4,703002,http://www.imdb.com/title/tt1640459/?ref_=fn_tt_tt_1,6.1,Hobo with a Shotgun 
2428,0,12610552,http://www.imdb.com/title/tt0203408/?ref_=fn_tt_tt_1,3.5,The Omega Code 
55486,2,250863268,http://www.imdb.com/title/tt0477347/?ref_=fn_tt_tt_1,6.4,Night at the Museum 
48184,3,305388685,http://www.imdb.com/title/tt0325980/?ref_=fn_tt_tt_1,8.1,Pirates of the Caribbean: The Curse of the Black Pearl 
1033,0,6239558,http://www.imdb.com/title/tt0330602/?ref_=fn_tt_tt_1,6.7,Mambo Italiano 
2260,0,6768055,http://www.imdb.com/title/tt0167456/?ref_=fn_tt_tt_1,4.2,Thunderbirds 
16143,0,254455986,http://www.imdb.com/title/tt1411697/?ref_=fn_tt_tt_1,6.5,The Hangover Part II 
760,2,180483,http://www.imdb.com/title/tt0069089/?ref_=fn_tt_tt_1,6.1,Pink Flamingos 
1291,0,6754898,http://www.imdb.com/title/tt0439289/?ref_=fn_tt_tt_1,6.2,Running with Scissors 
2771,3,150056505,http://www.imdb.com/title/tt2004420/?ref_=fn_tt_tt_1,6.4,Neighbors 
1954,0,116724075,http://www.imdb.com/title/tt0298203/?ref_=fn_tt_tt_1,7,8 Mile 
1952,0,214202,http://www.imdb.com/title/tt0399095/?ref_=fn_tt_tt_1,7.5,Trade 
4074,0,54222000,http://www.imdb.com/title/tt0096754/?ref_=fn_tt_tt_1,7.6,The Abyss 
4082,1,13214255,http://www.imdb.com/title/tt2042568/?ref_=fn_tt_tt_1,7.4,Inside Llewyn Davis 
2724,0,25047631,http://www.imdb.com/title/tt0161100/?ref_=fn_tt_tt_1,6.9,The Wood 
1804,1,128200012,http://www.imdb.com/title/tt0358082/?ref_=fn_tt_tt_1,6.3,Robots 
36892,4,34017854,http://www.imdb.com/title/tt1666801/?ref_=fn_tt_tt_1,6.5,The DUFF 
1721,0,8712564,http://www.imdb.com/title/tt0324127/?ref_=fn_tt_tt_1,5.9,Suspect Zero 
19085,3,414984497,http://www.imdb.com/title/tt0435761/?ref_=fn_tt_tt_1,8.3,Toy Story 3 
3384,4,2246000,http://www.imdb.com/title/tt3719896/?ref_=fn_tt_tt_1,7,Courage 
13823,0,161487252,http://www.imdb.com/title/tt0120484/?ref_=fn_tt_tt_1,6.1,The Waterboy 
2419,1,69800000,http://www.imdb.com/title/tt0081375/?ref_=fn_tt_tt_1,6.1,Private Benjamin 
65842,0,725290282,http://www.imdb.com/title/tt3040964/?ref_=fn_tt_tt_1,7.8,The Jungle Book 
1417,0,29136626,http://www.imdb.com/title/tt0822847/?ref_=fn_tt_tt_1,5.7,Priest 
21275,2,245823397,http://www.imdb.com/title/tt0120363/?ref_=fn_tt_tt_1,7.9,Toy Story 2 
18635,1,26199517,http://www.imdb.com/title/tt0309377/?ref_=fn_tt_tt_1,6.4,Blood Work 
20553,0,186739919,http://www.imdb.com/title/tt0319262/?ref_=fn_tt_tt_1,6.4,The Day After Tomorrow 
19046,1,191796233,http://www.imdb.com/title/tt0114709/?ref_=fn_tt_tt_1,8.3,Toy Story 
36258,0,37304950,http://www.imdb.com/title/tt1616195/?ref_=fn_tt_tt_1,6.6,J. Edgar 
3768,5,78009155,http://www.imdb.com/title/tt0471042/?ref_=fn_tt_tt_1,6.2,Tower Heist 
771,1,1689999,http://www.imdb.com/title/tt0451176/?ref_=fn_tt_tt_1,7.1,Quinceañera 
1274,0,11227940,http://www.imdb.com/title/tt0163579/?ref_=fn_tt_tt_1,5.2,Chill Factor 
28830,1,100422786,http://www.imdb.com/title/tt0405159/?ref_=fn_tt_tt_1,8.1,Million Dollar Baby 
897,1,442638,http://www.imdb.com/title/tt0814130/?ref_=fn_tt_tt_1,7.3,The Hammer 
2882,0,238825842,http://www.imdb.com/title/tt0100802/?ref_=fn_tt_tt_1,7.5,Total Recall 
1690,1,6201757,http://www.imdb.com/title/tt0151568/?ref_=fn_tt_tt_1,7.4,Topsy-Turvy 
167,0,2222647,http://www.imdb.com/title/tt1149362/?ref_=fn_tt_tt_1,7.8,The White Ribbon 
163,0,85222,http://www.imdb.com/title/tt0378407/?ref_=fn_tt_tt_1,6.6,My Date with Drew 
6267,2,128978,http://www.imdb.com/title/tt0913968/?ref_=fn_tt_tt_1,7.1,The Warlords 
2371,0,34667015,http://www.imdb.com/title/tt0097742/?ref_=fn_tt_tt_1,6.6,Licence to Kill 
824,2,3000000,http://www.imdb.com/title/tt0027125/?ref_=fn_tt_tt_1,7.8,Top Hat 
48153,0,164435221,http://www.imdb.com/title/tt0264464/?ref_=fn_tt_tt_1,8,Catch Me If You Can 
18693,0,52320979,http://www.imdb.com/title/tt0410297/?ref_=fn_tt_tt_1,6.8,The Lake House 
712,7,38509342,http://www.imdb.com/title/tt1336608/?ref_=fn_tt_tt_1,5.9,Rock of Ages 
24994,0,1082044,http://www.imdb.com/title/tt0361862/?ref_=fn_tt_tt_1,7.7,The Machinist 
110350,0,135262314,http://www.imdb.com/title/tt1243957/?ref_=fn_tt_tt_1,6,The Tourist 
2729,0,13558739,http://www.imdb.com/title/tt0246989/?ref_=fn_tt_tt_1,5.3,Tomcats 
2046,0,40557,http://www.imdb.com/title/tt1296373/?ref_=fn_tt_tt_1,5.6,The FP 
1645,7,71277420,http://www.imdb.com/title/tt0257106/?ref_=fn_tt_tt_1,5.2,Scary Movie 2 
835,1,12438,http://www.imdb.com/title/tt0058414/?ref_=fn_tt_tt_1,8.1,Nothing But a Man 
20295,1,91121452,http://www.imdb.com/title/tt2084970/?ref_=fn_tt_tt_1,8.1,The Imitation Game 
1205,0,16684352,http://www.imdb.com/title/tt1859650/?ref_=fn_tt_tt_1,6.3,To Rome with Love 
768,1,11546543,http://www.imdb.com/title/tt0111512/?ref_=fn_tt_tt_1,7.6,The Legend of Drunken Master 
5393,0,10134754,http://www.imdb.com/title/tt0844993/?ref_=fn_tt_tt_1,4.8,Hoodwinked Too! Hood vs. Evil 
2805,1,185577,http://www.imdb.com/title/tt0156639/?ref_=fn_tt_tt_1,6.3,The Big Tease 
3598,0,21200000,http://www.imdb.com/title/tt0114681/?ref_=fn_tt_tt_1,6.8,To Die For 
15183,1,13801755,http://www.imdb.com/title/tt0120483/?ref_=fn_tt_tt_1,6.6,The Man Who Knew Too Little 
45223,0,658672302,http://www.imdb.com/title/tt0120338/?ref_=fn_tt_tt_1,7.7,Titanic 
15857,0,22751979,http://www.imdb.com/title/tt0120913/?ref_=fn_tt_tt_1,6.6,Titan A.E. 
6829,0,71442,http://www.imdb.com/title/tt1816518/?ref_=fn_tt_tt_1,7.9,Ernest & Celestine 
2530,0,389804,http://www.imdb.com/title/tt1570989/?ref_=fn_tt_tt_1,6.3,Tiny Furniture 
2777,0,15171475,http://www.imdb.com/title/tt0117894/?ref_=fn_tt_tt_1,5.7,Thinner 
15327,1,42478175,http://www.imdb.com/title/tt1655441/?ref_=fn_tt_tt_1,7.2,The Age of Adaline 
24063,1,35537564,http://www.imdb.com/title/tt1860213/?ref_=fn_tt_tt_1,6,Dirty Grandpa 
1326,2,46800000,http://www.imdb.com/title/tt0076752/?ref_=fn_tt_tt_1,7.1,The Spy Who Loved Me 
1611,2,2436,http://www.imdb.com/title/tt1754633/?ref_=fn_tt_tt_1,5.7,The Ghastly Love of Johnny X 
1620,0,27515786,http://www.imdb.com/title/tt0107840/?ref_=fn_tt_tt_1,5.9,Poetic Justice 
804,2,39251128,http://www.imdb.com/title/tt0166485/?ref_=fn_tt_tt_1,6.7,Anna and the King 
17299,0,73661010,http://www.imdb.com/title/tt0385880/?ref_=fn_tt_tt_1,6.6,Monster House 
46241,1,24104113,http://www.imdb.com/title/tt1340800/?ref_=fn_tt_tt_1,7.1,Tinker Tailor Soldier Spy 
12749,1,22954968,http://www.imdb.com/title/tt0107943/?ref_=fn_tt_tt_1,7.9,The Remains of the Day 
814,0,60507228,http://www.imdb.com/title/tt0120910/?ref_=fn_tt_tt_1,7.3,Fantasia 2000 
858,4,2775593,http://www.imdb.com/title/tt0455538/?ref_=fn_tt_tt_1,6.5,How to Lose Friends & Alienate People 
239,0,38108,http://www.imdb.com/title/tt0480669/?ref_=fn_tt_tt_1,7.2,Timecrimes 
16125,1,31600000,http://www.imdb.com/title/tt0114287/?ref_=fn_tt_tt_1,6.9,Rob Roy 
2010,1,44450000,http://www.imdb.com/title/tt0111438/?ref_=fn_tt_tt_1,5.8,Timecop 
1334,1,8111360,http://www.imdb.com/title/tt0301199/?ref_=fn_tt_tt_1,7.4,Dirty Pretty Things 
5737,0,25003072,http://www.imdb.com/title/tt0464154/?ref_=fn_tt_tt_1,5.5,Piranha 3D 
6748,0,1294640,http://www.imdb.com/title/tt0808279/?ref_=fn_tt_tt_1,6.5,Funny Games 
19420,2,63536011,http://www.imdb.com/title/tt1535438/?ref_=fn_tt_tt_1,6.3,Hope Springs 
24,0,29233,http://www.imdb.com/title/tt5001130/?ref_=fn_tt_tt_1,7,Time to Choose 
3718,1,60154431,http://www.imdb.com/title/tt0115798/?ref_=fn_tt_tt_1,6,The Cable Guy 
2730,0,42365600,http://www.imdb.com/title/tt0081633/?ref_=fn_tt_tt_1,7,Time Bandits 
1467,3,200803,http://www.imdb.com/title/tt1855401/?ref_=fn_tt_tt_1,5.3,Tim and Eric's Billion Dollar Movie 
12385,0,548712,http://www.imdb.com/title/tt0299458/?ref_=fn_tt_tt_1,6.9,All the Real Girls 
369,0,4091,http://www.imdb.com/title/tt3148834/?ref_=fn_tt_tt_1,6.3,Thunder and the House of Magic 
467,0,32600000,http://www.imdb.com/title/tt0087298/?ref_=fn_tt_tt_1,5.9,Friday the 13th: The Final Chapter 
27381,2,6855137,http://www.imdb.com/title/tt0404390/?ref_=fn_tt_tt_1,7.4,Running Scared 
32637,0,19593740,http://www.imdb.com/title/tt0289992/?ref_=fn_tt_tt_1,7.5,The Life of David Gale 
1208,0,1325073,http://www.imdb.com/title/tt0318761/?ref_=fn_tt_tt_1,6.6,Thumbsucker 
8484,1,7219578,http://www.imdb.com/title/tt0166924/?ref_=fn_tt_tt_1,8,Mulholland Drive 
18711,0,16702864,http://www.imdb.com/title/tt0337917/?ref_=fn_tt_tt_1,5.2,Catch That Kid 
42390,3,31571264,http://www.imdb.com/title/tt1083452/?ref_=fn_tt_tt_1,7.5,Eddie the Eagle 
446,0,1430185,http://www.imdb.com/title/tt0912593/?ref_=fn_tt_tt_1,8.3,No End in Sight 
4480,0,47887943,http://www.imdb.com/title/tt0283426/?ref_=fn_tt_tt_1,5.4,The Jungle Book 2 
3743,1,60652036,http://www.imdb.com/title/tt0120188/?ref_=fn_tt_tt_1,7.1,Three Kings 
11852,1,51814190,http://www.imdb.com/title/tt1201167/?ref_=fn_tt_tt_1,6.4,Funny People 
22590,3,37754208,http://www.imdb.com/title/tt0116996/?ref_=fn_tt_tt_1,6.3,Mars Attacks! 
1627,2,5023275,http://www.imdb.com/title/tt0419294/?ref_=fn_tt_tt_1,7.5,Three Burials 
1858,0,3895664,http://www.imdb.com/title/tt0283900/?ref_=fn_tt_tt_1,7.3,L'auberge espagnole 
966,0,37617947,http://www.imdb.com/title/tt0762121/?ref_=fn_tt_tt_1,6.8,The Nativity Story 
2306,0,978908,http://www.imdb.com/title/tt0486028/?ref_=fn_tt_tt_1,5.1,Thr3e 
1445,0,4105123,http://www.imdb.com/title/tt1899353/?ref_=fn_tt_tt_1,7.6,The Raid: Redemption 
60059,1,181015141,http://www.imdb.com/title/tt0800369/?ref_=fn_tt_tt_1,7,Thor 
5668,5,8786715,http://www.imdb.com/title/tt0332375/?ref_=fn_tt_tt_1,6.9,Saved! 
278,6,26003149,http://www.imdb.com/title/tt1213663/?ref_=fn_tt_tt_1,7,The World's End 
132,3,24430272,http://www.imdb.com/title/tt0253867/?ref_=fn_tt_tt_1,5.1,The Sweetest Thing 
27829,0,12712093,http://www.imdb.com/title/tt0402399/?ref_=fn_tt_tt_1,6.7,The New World 
2429,1,15911333,http://www.imdb.com/title/tt0205461/?ref_=fn_tt_tt_1,3.6,Thomas and the Magic Railroad 
15710,1,24809547,http://www.imdb.com/title/tt1637706/?ref_=fn_tt_tt_1,6.4,Our Idiot Brother 
2378,0,261481,http://www.imdb.com/title/tt0212712/?ref_=fn_tt_tt_1,7.5,2046 
